,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
593,Digestive System,40-44,Male,Asian or Pacific Islander,1999.0,60.0,157555.0,38.1
594,Digestive System,40-44,Male,Asian or Pacific Islander,2000.0,60.0,161655.0,37.1
595,Digestive System,40-44,Male,Asian or Pacific Islander,2001.0,45.0,165905.0,27.1
596,Digestive System,40-44,Male,Asian or Pacific Islander,2002.0,65.0,170306.0,38.2
597,Digestive System,40-44,Male,Asian or Pacific Islander,2003.0,51.0,175205.0,29.1
598,Digestive System,40-44,Male,Asian or Pacific Islander,2004.0,55.0,179649.0,30.6
599,Digestive System,40-44,Male,Asian or Pacific Islander,2005.0,72.0,181865.0,39.6
600,Digestive System,40-44,Male,Asian or Pacific Islander,2006.0,83.0,184820.0,44.9
601,Digestive System,40-44,Male,Asian or Pacific Islander,2007.0,79.0,185902.0,42.5
602,Digestive System,40-44,Male,Asian or Pacific Islander,2008.0,64.0,187346.0,34.2
603,Digestive System,40-44,Male,Asian or Pacific Islander,2009.0,60.0,190173.0,31.6
604,Digestive System,40-44,Male,Asian or Pacific Islander,2010.0,53.0,196142.0,27.0
605,Digestive System,40-44,Male,Asian or Pacific Islander,2011.0,58.0,202150.0,28.7
606,Digestive System,45-49,Female,Asian or Pacific Islander,1999.0,62.0,158785.0,39.0
607,Digestive System,45-49,Female,Asian or Pacific Islander,2000.0,55.0,165077.0,33.3
608,Digestive System,45-49,Female,Asian or Pacific Islander,2001.0,83.0,173204.0,47.9
609,Digestive System,45-49,Female,Asian or Pacific Islander,2002.0,71.0,180637.0,39.3
610,Digestive System,45-49,Female,Asian or Pacific Islander,2003.0,70.0,187004.0,37.4
611,Digestive System,45-49,Female,Asian or Pacific Islander,2004.0,67.0,191705.0,34.9
612,Digestive System,45-49,Female,Asian or Pacific Islander,2005.0,85.0,197367.0,43.1
613,Digestive System,45-49,Female,Asian or Pacific Islander,2006.0,88.0,201120.0,43.8
614,Digestive System,45-49,Female,Asian or Pacific Islander,2007.0,90.0,205134.0,43.9
615,Digestive System,45-49,Female,Asian or Pacific Islander,2008.0,87.0,210976.0,41.2
616,Digestive System,45-49,Female,Asian or Pacific Islander,2009.0,88.0,216838.0,40.6
617,Digestive System,45-49,Female,Asian or Pacific Islander,2010.0,90.0,219501.0,41.0
618,Digestive System,45-49,Female,Asian or Pacific Islander,2011.0,91.0,222090.0,41.0
619,Digestive System,45-49,Male,Asian or Pacific Islander,1999.0,98.0,138004.0,71.0
620,Digestive System,45-49,Male,Asian or Pacific Islander,2000.0,87.0,143633.0,60.6
621,Digestive System,45-49,Male,Asian or Pacific Islander,2001.0,93.0,150398.0,61.8
622,Digestive System,45-49,Male,Asian or Pacific Islander,2002.0,96.0,156347.0,61.4
623,Digestive System,45-49,Male,Asian or Pacific Islander,2003.0,101.0,162194.0,62.3
624,Digestive System,45-49,Male,Asian or Pacific Islander,2004.0,131.0,166764.0,78.6
625,Digestive System,45-49,Male,Asian or Pacific Islander,2005.0,110.0,171881.0,64.0
626,Digestive System,45-49,Male,Asian or Pacific Islander,2006.0,134.0,175288.0,76.4
627,Digestive System,45-49,Male,Asian or Pacific Islander,2007.0,116.0,179426.0,64.7
628,Digestive System,45-49,Male,Asian or Pacific Islander,2008.0,120.0,184221.0,65.1
629,Digestive System,45-49,Male,Asian or Pacific Islander,2009.0,116.0,188923.0,61.4
630,Digestive System,45-49,Male,Asian or Pacific Islander,2010.0,111.0,191315.0,58.0
631,Digestive System,45-49,Male,Asian or Pacific Islander,2011.0,111.0,193721.0,57.3
632,Digestive System,50-54,Female,Asian or Pacific Islander,1999.0,90.0,126057.0,71.4
633,Digestive System,50-54,Female,Asian or Pacific Islander,2000.0,106.0,137409.0,77.1
634,Digestive System,50-54,Female,Asian or Pacific Islander,2001.0,93.0,148628.0,62.6
635,Digestive System,50-54,Female,Asian or Pacific Islander,2002.0,119.0,156562.0,76.0
636,Digestive System,50-54,Female,Asian or Pacific Islander,2003.0,119.0,164404.0,72.4
637,Digestive System,50-54,Female,Asian or Pacific Islander,2004.0,123.0,171314.0,71.8
638,Digestive System,50-54,Female,Asian or Pacific Islander,2005.0,146.0,177475.0,82.3
639,Digestive System,50-54,Female,Asian or Pacific Islander,2006.0,128.0,185718.0,68.9
640,Digestive System,50-54,Female,Asian or Pacific Islander,2007.0,143.0,192672.0,74.2
641,Digestive System,50-54,Female,Asian or Pacific Islander,2008.0,145.0,199102.0,72.8
642,Digestive System,50-54,Female,Asian or Pacific Islander,2009.0,152.0,204127.0,74.5
643,Digestive System,50-54,Female,Asian or Pacific Islander,2010.0,153.0,209842.0,72.9
644,Digestive System,50-54,Female,Asian or Pacific Islander,2011.0,172.0,211856.0,81.2
645,Digestive System,50-54,Male,Asian or Pacific Islander,1999.0,115.0,110628.0,104.0
646,Digestive System,50-54,Male,Asian or Pacific Islander,2000.0,114.0,119344.0,95.5
647,Digestive System,50-54,Male,Asian or Pacific Islander,2001.0,135.0,128279.0,105.2
648,Digestive System,50-54,Male,Asian or Pacific Islander,2002.0,163.0,134699.0,121.0
649,Digestive System,50-54,Male,Asian or Pacific Islander,2003.0,145.0,140759.0,103.0
650,Digestive System,50-54,Male,Asian or Pacific Islander,2004.0,167.0,146350.0,114.1
651,Digestive System,50-54,Male,Asian or Pacific Islander,2005.0,187.0,151481.0,123.4
652,Digestive System,50-54,Male,Asian or Pacific Islander,2006.0,191.0,157754.0,121.1
653,Digestive System,50-54,Male,Asian or Pacific Islander,2007.0,229.0,163279.0,140.3
654,Digestive System,50-54,Male,Asian or Pacific Islander,2008.0,208.0,169206.0,122.9
655,Digestive System,50-54,Male,Asian or Pacific Islander,2009.0,213.0,173659.0,122.7
656,Digestive System,50-54,Male,Asian or Pacific Islander,2010.0,222.0,178993.0,124.0
657,Digestive System,50-54,Male,Asian or Pacific Islander,2011.0,201.0,181703.0,110.6
658,Digestive System,55-59,Female,Asian or Pacific Islander,1999.0,99.0,88020.0,112.5
659,Digestive System,55-59,Female,Asian or Pacific Islander,2000.0,100.0,93516.0,106.9
660,Digestive System,55-59,Female,Asian or Pacific Islander,2001.0,107.0,99656.0,107.4
661,Digestive System,55-59,Female,Asian or Pacific Islander,2002.0,126.0,109185.0,115.4
662,Digestive System,55-59,Female,Asian or Pacific Islander,2003.0,138.0,120620.0,114.4
663,Digestive System,55-59,Female,Asian or Pacific Islander,2004.0,132.0,132427.0,99.7
664,Digestive System,55-59,Female,Asian or Pacific Islander,2005.0,181.0,145918.0,124.0
665,Digestive System,55-59,Female,Asian or Pacific Islander,2006.0,138.0,156881.0,88.0
666,Digestive System,55-59,Female,Asian or Pacific Islander,2007.0,178.0,164539.0,108.2
667,Digestive System,55-59,Female,Asian or Pacific Islander,2008.0,176.0,172317.0,102.1
668,Digestive System,55-59,Female,Asian or Pacific Islander,2009.0,163.0,179319.0,90.9
669,Digestive System,55-59,Female,Asian or Pacific Islander,2010.0,143.0,185549.0,77.1
670,Digestive System,55-59,Female,Asian or Pacific Islander,2011.0,172.0,193369.0,88.9
671,Digestive System,55-59,Male,Asian or Pacific Islander,1999.0,147.0,77120.0,190.6
672,Digestive System,55-59,Male,Asian or Pacific Islander,2000.0,168.0,81663.0,205.7
673,Digestive System,55-59,Male,Asian or Pacific Islander,2001.0,175.0,86399.0,202.5
674,Digestive System,55-59,Male,Asian or Pacific Islander,2002.0,198.0,94122.0,210.4
675,Digestive System,55-59,Male,Asian or Pacific Islander,2003.0,157.0,103324.0,151.9
676,Digestive System,55-59,Male,Asian or Pacific Islander,2004.0,223.0,112464.0,198.3
677,Digestive System,55-59,Male,Asian or Pacific Islander,2005.0,213.0,123149.0,173.0
678,Digestive System,55-59,Male,Asian or Pacific Islander,2006.0,235.0,131515.0,178.7
679,Digestive System,55-59,Male,Asian or Pacific Islander,2007.0,241.0,137545.0,175.2
680,Digestive System,55-59,Male,Asian or Pacific Islander,2008.0,252.0,143185.0,176.0
681,Digestive System,55-59,Male,Asian or Pacific Islander,2009.0,269.0,148550.0,181.1
682,Digestive System,55-59,Male,Asian or Pacific Islander,2010.0,237.0,153605.0,154.3
683,Digestive System,55-59,Male,Asian or Pacific Islander,2011.0,265.0,160159.0,165.5
684,Digestive System,60-64,Female,Asian or Pacific Islander,1999.0,121.0,75330.0,160.6
685,Digestive System,60-64,Female,Asian or Pacific Islander,2000.0,129.0,78417.0,164.5
686,Digestive System,60-64,Female,Asian or Pacific Islander,2001.0,139.0,82063.0,169.4
687,Digestive System,60-64,Female,Asian or Pacific Islander,2002.0,123.0,86040.0,143.0
688,Digestive System,60-64,Female,Asian or Pacific Islander,2003.0,108.0,89814.0,120.2
689,Digestive System,60-64,Female,Asian or Pacific Islander,2004.0,129.0,94945.0,135.9
690,Digestive System,60-64,Female,Asian or Pacific Islander,2005.0,152.0,100097.0,151.9
691,Digestive System,60-64,Female,Asian or Pacific Islander,2006.0,157.0,105927.0,148.2
692,Digestive System,60-64,Female,Asian or Pacific Islander,2007.0,173.0,115343.0,150.0
693,Digestive System,60-64,Female,Asian or Pacific Islander,2008.0,173.0,126776.0,136.5
694,Digestive System,60-64,Female,Asian or Pacific Islander,2009.0,192.0,138712.0,138.4
695,Digestive System,60-64,Female,Asian or Pacific Islander,2010.0,192.0,151964.0,126.3
696,Digestive System,60-64,Female,Asian or Pacific Islander,2011.0,201.0,162841.0,123.4
697,Digestive System,60-64,Male,Asian or Pacific Islander,1999.0,171.0,62817.0,272.2
698,Digestive System,60-64,Male,Asian or Pacific Islander,2000.0,182.0,66246.0,274.7
699,Digestive System,60-64,Male,Asian or Pacific Islander,2001.0,205.0,69757.0,293.9
700,Digestive System,60-64,Male,Asian or Pacific Islander,2002.0,171.0,73361.0,233.1
701,Digestive System,60-64,Male,Asian or Pacific Islander,2003.0,206.0,76497.0,269.3
702,Digestive System,60-64,Male,Asian or Pacific Islander,2004.0,189.0,80261.0,235.5
703,Digestive System,60-64,Male,Asian or Pacific Islander,2005.0,216.0,84109.0,256.8
704,Digestive System,60-64,Male,Asian or Pacific Islander,2006.0,215.0,88707.0,242.4
705,Digestive System,60-64,Male,Asian or Pacific Islander,2007.0,217.0,96051.0,225.9
706,Digestive System,60-64,Male,Asian or Pacific Islander,2008.0,253.0,105192.0,240.5
707,Digestive System,60-64,Male,Asian or Pacific Islander,2009.0,297.0,114319.0,259.8
708,Digestive System,60-64,Male,Asian or Pacific Islander,2010.0,313.0,124922.0,250.6
709,Digestive System,60-64,Male,Asian or Pacific Islander,2011.0,332.0,132681.0,250.2
710,Digestive System,65-69,Female,Asian or Pacific Islander,1999.0,143.0,68410.0,209.0
711,Digestive System,65-69,Female,Asian or Pacific Islander,2000.0,171.0,69716.0,245.3
712,Digestive System,65-69,Female,Asian or Pacific Islander,2001.0,204.0,72197.0,282.6
713,Digestive System,65-69,Female,Asian or Pacific Islander,2002.0,193.0,75196.0,256.7
714,Digestive System,65-69,Female,Asian or Pacific Islander,2003.0,174.0,77593.0,224.2
715,Digestive System,65-69,Female,Asian or Pacific Islander,2004.0,201.0,79750.0,252.0
716,Digestive System,65-69,Female,Asian or Pacific Islander,2005.0,221.0,83168.0,265.7
717,Digestive System,65-69,Female,Asian or Pacific Islander,2006.0,171.0,86193.0,198.4
718,Digestive System,65-69,Female,Asian or Pacific Islander,2007.0,208.0,89990.0,231.1
719,Digestive System,65-69,Female,Asian or Pacific Islander,2008.0,222.0,93624.0,237.1
720,Digestive System,65-69,Female,Asian or Pacific Islander,2009.0,202.0,98971.0,204.1
721,Digestive System,65-69,Female,Asian or Pacific Islander,2010.0,229.0,104303.0,219.6
722,Digestive System,65-69,Female,Asian or Pacific Islander,2011.0,208.0,109850.0,189.3
723,Digestive System,65-69,Male,Asian or Pacific Islander,1999.0,200.0,51877.0,385.5
724,Digestive System,65-69,Male,Asian or Pacific Islander,2000.0,192.0,53510.0,358.8
725,Digestive System,65-69,Male,Asian or Pacific Islander,2001.0,229.0,56109.0,408.1
726,Digestive System,65-69,Male,Asian or Pacific Islander,2002.0,261.0,58999.0,442.4
727,Digestive System,65-69,Male,Asian or Pacific Islander,2003.0,240.0,61759.0,388.6
728,Digestive System,65-69,Male,Asian or Pacific Islander,2004.0,257.0,64747.0,396.9
729,Digestive System,65-69,Male,Asian or Pacific Islander,2005.0,248.0,68245.0,363.4
730,Digestive System,65-69,Male,Asian or Pacific Islander,2006.0,264.0,71143.0,371.1
731,Digestive System,65-69,Male,Asian or Pacific Islander,2007.0,287.0,74339.0,386.1
732,Digestive System,65-69,Male,Asian or Pacific Islander,2008.0,285.0,77497.0,367.8
733,Digestive System,65-69,Male,Asian or Pacific Islander,2009.0,290.0,81358.0,356.4
734,Digestive System,65-69,Male,Asian or Pacific Islander,2010.0,281.0,85188.0,329.9
735,Digestive System,65-69,Male,Asian or Pacific Islander,2011.0,303.0,89731.0,337.7
736,Digestive System,70-74,Female,Asian or Pacific Islander,1999.0,203.0,57699.0,351.8
737,Digestive System,70-74,Female,Asian or Pacific Islander,2000.0,178.0,60402.0,294.7
738,Digestive System,70-74,Female,Asian or Pacific Islander,2001.0,221.0,62472.0,353.8
739,Digestive System,70-74,Female,Asian or Pacific Islander,2002.0,200.0,64206.0,311.5
740,Digestive System,70-74,Female,Asian or Pacific Islander,2003.0,218.0,66530.0,327.7
741,Digestive System,70-74,Female,Asian or Pacific Islander,2004.0,218.0,68574.0,317.9
742,Digestive System,70-74,Female,Asian or Pacific Islander,2005.0,228.0,70516.0,323.3
743,Digestive System,70-74,Female,Asian or Pacific Islander,2006.0,234.0,72648.0,322.1
744,Digestive System,70-74,Female,Asian or Pacific Islander,2007.0,239.0,75476.0,316.7
745,Digestive System,70-74,Female,Asian or Pacific Islander,2008.0,246.0,78028.0,315.3
746,Digestive System,70-74,Female,Asian or Pacific Islander,2009.0,256.0,80139.0,319.4
747,Digestive System,70-74,Female,Asian or Pacific Islander,2010.0,242.0,83749.0,289.0
748,Digestive System,70-74,Female,Asian or Pacific Islander,2011.0,213.0,87230.0,244.2
749,Digestive System,70-74,Male,Asian or Pacific Islander,1999.0,230.0,42550.0,540.5
750,Digestive System,70-74,Male,Asian or Pacific Islander,2000.0,225.0,44474.0,505.9
751,Digestive System,70-74,Male,Asian or Pacific Islander,2001.0,247.0,45921.0,537.9
752,Digestive System,70-74,Male,Asian or Pacific Islander,2002.0,266.0,47172.0,563.9
753,Digestive System,70-74,Male,Asian or Pacific Islander,2003.0,217.0,48911.0,443.7
754,Digestive System,70-74,Male,Asian or Pacific Islander,2004.0,266.0,50586.0,525.8
755,Digestive System,70-74,Male,Asian or Pacific Islander,2005.0,251.0,52632.0,476.9
756,Digestive System,70-74,Male,Asian or Pacific Islander,2006.0,294.0,54808.0,536.4
757,Digestive System,70-74,Male,Asian or Pacific Islander,2007.0,321.0,57475.0,558.5
758,Digestive System,70-74,Male,Asian or Pacific Islander,2008.0,275.0,59974.0,458.5
759,Digestive System,70-74,Male,Asian or Pacific Islander,2009.0,285.0,62965.0,452.6
760,Digestive System,70-74,Male,Asian or Pacific Islander,2010.0,282.0,66484.0,424.2
761,Digestive System,70-74,Male,Asian or Pacific Islander,2011.0,280.0,69414.0,403.4
762,Digestive System,75-79,Female,Asian or Pacific Islander,1999.0,183.0,40791.0,448.6
763,Digestive System,75-79,Female,Asian or Pacific Islander,2000.0,187.0,43636.0,428.5
764,Digestive System,75-79,Female,Asian or Pacific Islander,2001.0,208.0,46841.0,444.1
765,Digestive System,75-79,Female,Asian or Pacific Islander,2002.0,216.0,49539.0,436.0
766,Digestive System,75-79,Female,Asian or Pacific Islander,2003.0,191.0,52009.0,367.2
767,Digestive System,75-79,Female,Asian or Pacific Islander,2004.0,214.0,54330.0,393.9
768,Digestive System,75-79,Female,Asian or Pacific Islander,2005.0,242.0,56853.0,425.7
769,Digestive System,75-79,Female,Asian or Pacific Islander,2006.0,236.0,58467.0,403.6
770,Digestive System,75-79,Female,Asian or Pacific Islander,2007.0,252.0,60035.0,419.8
771,Digestive System,75-79,Female,Asian or Pacific Islander,2008.0,242.0,62251.0,388.7
772,Digestive System,75-79,Female,Asian or Pacific Islander,2009.0,241.0,64140.0,375.7
773,Digestive System,75-79,Female,Asian or Pacific Islander,2010.0,232.0,65918.0,352.0
774,Digestive System,75-79,Female,Asian or Pacific Islander,2011.0,227.0,68219.0,332.8
775,Digestive System,75-79,Male,Asian or Pacific Islander,1999.0,202.0,31823.0,634.8
776,Digestive System,75-79,Male,Asian or Pacific Islander,2000.0,218.0,33338.0,653.9
777,Digestive System,75-79,Male,Asian or Pacific Islander,2001.0,215.0,34940.0,615.3
778,Digestive System,75-79,Male,Asian or Pacific Islander,2002.0,244.0,36367.0,670.9
779,Digestive System,75-79,Male,Asian or Pacific Islander,2003.0,250.0,37642.0,664.2
780,Digestive System,75-79,Male,Asian or Pacific Islander,2004.0,227.0,38685.0,586.8
781,Digestive System,75-79,Male,Asian or Pacific Islander,2005.0,236.0,40127.0,588.1
782,Digestive System,75-79,Male,Asian or Pacific Islander,2006.0,247.0,41331.0,597.6
783,Digestive System,75-79,Male,Asian or Pacific Islander,2007.0,254.0,42437.0,598.5
784,Digestive System,75-79,Male,Asian or Pacific Islander,2008.0,252.0,44081.0,571.7
785,Digestive System,75-79,Male,Asian or Pacific Islander,2009.0,259.0,45809.0,565.4
786,Digestive System,75-79,Male,Asian or Pacific Islander,2010.0,251.0,47914.0,523.9
787,Digestive System,75-79,Male,Asian or Pacific Islander,2011.0,260.0,50128.0,518.7
788,Digestive System,80-84,Female,Asian or Pacific Islander,1999.0,114.0,23335.0,488.5
789,Digestive System,80-84,Female,Asian or Pacific Islander,2000.0,136.0,25441.0,534.6
790,Digestive System,80-84,Female,Asian or Pacific Islander,2001.0,166.0,27727.0,598.7
791,Digestive System,80-84,Female,Asian or Pacific Islander,2002.0,174.0,30200.0,576.2
792,Digestive System,80-84,Female,Asian or Pacific Islander,2003.0,150.0,32912.0,455.8
793,Digestive System,80-84,Female,Asian or Pacific Islander,2004.0,189.0,35450.0,533.1
794,Digestive System,80-84,Female,Asian or Pacific Islander,2005.0,197.0,37827.0,520.8
795,Digestive System,80-84,Female,Asian or Pacific Islander,2006.0,204.0,40320.0,506.0
796,Digestive System,80-84,Female,Asian or Pacific Islander,2007.0,218.0,42517.0,512.7
797,Digestive System,80-84,Female,Asian or Pacific Islander,2008.0,245.0,44545.0,550.0
798,Digestive System,80-84,Female,Asian or Pacific Islander,2009.0,248.0,46433.0,534.1
799,Digestive System,80-84,Female,Asian or Pacific Islander,2010.0,228.0,48802.0,467.2
800,Digestive System,80-84,Female,Asian or Pacific Islander,2011.0,214.0,50957.0,420.0
801,Digestive System,80-84,Male,Asian or Pacific Islander,1999.0,140.0,16987.0,824.2
802,Digestive System,80-84,Male,Asian or Pacific Islander,2000.0,150.0,18229.0,822.9
803,Digestive System,80-84,Male,Asian or Pacific Islander,2001.0,155.0,19806.0,782.6
804,Digestive System,80-84,Male,Asian or Pacific Islander,2002.0,152.0,21616.0,703.2
805,Digestive System,80-84,Male,Asian or Pacific Islander,2003.0,184.0,23566.0,780.8
806,Digestive System,80-84,Male,Asian or Pacific Islander,2004.0,184.0,25318.0,726.8
807,Digestive System,80-84,Male,Asian or Pacific Islander,2005.0,204.0,26712.0,763.7
808,Digestive System,80-84,Male,Asian or Pacific Islander,2006.0,199.0,27780.0,716.3
809,Digestive System,80-84,Male,Asian or Pacific Islander,2007.0,212.0,28828.0,735.4
810,Digestive System,80-84,Male,Asian or Pacific Islander,2008.0,192.0,29854.0,643.1
811,Digestive System,80-84,Male,Asian or Pacific Islander,2009.0,219.0,30698.0,713.4
812,Digestive System,80-84,Male,Asian or Pacific Islander,2010.0,216.0,32267.0,669.4
813,Digestive System,80-84,Male,Asian or Pacific Islander,2011.0,244.0,33878.0,720.2
814,Digestive System,85+,Female,Asian or Pacific Islander,1999.0,98.0,16649.0,588.6
815,Digestive System,85+,Female,Asian or Pacific Islander,2000.0,112.0,18432.0,607.6
816,Digestive System,85+,Female,Asian or Pacific Islander,2001.0,123.0,20209.0,608.6
817,Digestive System,85+,Female,Asian or Pacific Islander,2002.0,127.0,22028.0,576.5
818,Digestive System,85+,Female,Asian or Pacific Islander,2003.0,139.0,23959.0,580.2
819,Digestive System,85+,Female,Asian or Pacific Islander,2004.0,181.0,25972.0,696.9
820,Digestive System,85+,Female,Asian or Pacific Islander,2005.0,182.0,28718.0,633.7
821,Digestive System,85+,Female,Asian or Pacific Islander,2006.0,181.0,31122.0,581.6
822,Digestive System,85+,Female,Asian or Pacific Islander,2007.0,200.0,33931.0,589.4
823,Digestive System,85+,Female,Asian or Pacific Islander,2008.0,236.0,36899.0,639.6
824,Digestive System,85+,Female,Asian or Pacific Islander,2009.0,225.0,40044.0,561.9
825,Digestive System,85+,Female,Asian or Pacific Islander,2010.0,258.0,43522.0,592.8
826,Digestive System,85+,Female,Asian or Pacific Islander,2011.0,232.0,47467.0,488.8
