,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
1401,Prostate,28010,75-79,Male,American Indian or Alaska Native,1999.0,70.0,10048.0,696.7
1402,Prostate,28010,75-79,Male,American Indian or Alaska Native,2000.0,76.0,11631.0,653.4
1403,Prostate,28010,75-79,Male,American Indian or Alaska Native,2001.0,63.0,12246.0,514.5
1404,Prostate,28010,75-79,Male,American Indian or Alaska Native,2002.0,95.0,12740.0,745.7
1405,Prostate,28010,75-79,Male,American Indian or Alaska Native,2003.0,73.0,13585.0,537.4
1406,Prostate,28010,75-79,Male,American Indian or Alaska Native,2004.0,102.0,14154.0,720.6
1407,Prostate,28010,75-79,Male,American Indian or Alaska Native,2005.0,71.0,14927.0,475.6
1408,Prostate,28010,75-79,Male,American Indian or Alaska Native,2006.0,98.0,15588.0,628.7
1409,Prostate,28010,75-79,Male,American Indian or Alaska Native,2007.0,88.0,16262.0,541.1
1410,Prostate,28010,75-79,Male,American Indian or Alaska Native,2008.0,93.0,16990.0,547.4
1411,Prostate,28010,75-79,Male,American Indian or Alaska Native,2009.0,99.0,17711.0,559.0
1412,Prostate,28010,75-79,Male,American Indian or Alaska Native,2010.0,73.0,18588.0,392.7
1413,Prostate,28010,75-79,Male,American Indian or Alaska Native,2011.0,91.0,19586.0,464.6
1414,Prostate,28010,80-84,Male,American Indian or Alaska Native,1999.0,34.0,5128.0,663.0
1415,Prostate,28010,80-84,Male,American Indian or Alaska Native,2000.0,30.0,5968.0,502.7
1416,Prostate,28010,80-84,Male,American Indian or Alaska Native,2001.0,31.0,6396.0,484.7
1417,Prostate,28010,80-84,Male,American Indian or Alaska Native,2002.0,44.0,6962.0,632.0
1418,Prostate,28010,80-84,Male,American Indian or Alaska Native,2003.0,45.0,7486.0,601.1
1419,Prostate,28010,80-84,Male,American Indian or Alaska Native,2004.0,44.0,8014.0,549.0
1420,Prostate,28010,80-84,Male,American Indian or Alaska Native,2005.0,48.0,8516.0,563.6
1421,Prostate,28010,80-84,Male,American Indian or Alaska Native,2006.0,40.0,8890.0,449.9
1422,Prostate,28010,80-84,Male,American Indian or Alaska Native,2007.0,51.0,9361.0,544.8
1423,Prostate,28010,80-84,Male,American Indian or Alaska Native,2008.0,38.0,9841.0,386.1
1424,Prostate,28010,80-84,Male,American Indian or Alaska Native,2009.0,42.0,10361.0,405.4
1425,Prostate,28010,80-84,Male,American Indian or Alaska Native,2010.0,46.0,10991.0,418.5
1426,Prostate,28010,80-84,Male,American Indian or Alaska Native,2011.0,31.0,11352.0,273.1
1427,Prostate,28010,85+,Male,American Indian or Alaska Native,1999.0,28.0,3649.0,767.3
1428,Prostate,28010,85+,Male,American Indian or Alaska Native,2000.0,27.0,4383.0,616.0
1429,Prostate,28010,85+,Male,American Indian or Alaska Native,2001.0,31.0,4394.0,705.5
1430,Prostate,28010,85+,Male,American Indian or Alaska Native,2002.0,32.0,4431.0,722.2
1431,Prostate,28010,85+,Male,American Indian or Alaska Native,2003.0,26.0,4700.0,553.2
1432,Prostate,28010,85+,Male,American Indian or Alaska Native,2004.0,34.0,4903.0,693.5
1433,Prostate,28010,85+,Male,American Indian or Alaska Native,2005.0,23.0,5185.0,443.6
1434,Prostate,28010,85+,Male,American Indian or Alaska Native,2006.0,33.0,5505.0,599.5
1435,Prostate,28010,85+,Male,American Indian or Alaska Native,2007.0,33.0,5916.0,557.8
1436,Prostate,28010,85+,Male,American Indian or Alaska Native,2008.0,33.0,6295.0,524.2
1437,Prostate,28010,85+,Male,American Indian or Alaska Native,2009.0,30.0,6834.0,439.0
1438,Prostate,28010,85+,Male,American Indian or Alaska Native,2010.0,27.0,7413.0,364.2
1439,Prostate,28010,85+,Male,American Indian or Alaska Native,2011.0,24.0,7948.0,302.0
1440,Stomach,21020,55-59,Male,American Indian or Alaska Native,2008.0,17.0,86771.0,19.6
1441,Stomach,21020,60-64,Male,American Indian or Alaska Native,2010.0,16.0,73076.0,21.9
1442,Stomach,21020,65-69,Male,American Indian or Alaska Native,1999.0,17.0,22612.0,75.2
1443,Stomach,21020,65-69,Male,American Indian or Alaska Native,2005.0,19.0,34915.0,54.4
1444,Stomach,21020,65-69,Male,American Indian or Alaska Native,2011.0,16.0,48508.0,33.0
1445,Stomach,21020,70-74,Male,American Indian or Alaska Native,2004.0,17.0,21858.0,77.8
1446,Thyroid,32010,25-29,Female,American Indian or Alaska Native,2011.0,17.0,163329.0,10.4
1447,Thyroid,32010,30-34,Female,American Indian or Alaska Native,2004.0,17.0,125028.0,13.6
1448,Thyroid,32010,30-34,Female,American Indian or Alaska Native,2011.0,19.0,153926.0,12.3
1449,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2004.0,20.0,125167.0,16.0
1450,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2006.0,16.0,131316.0,12.2
1451,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2007.0,21.0,135075.0,15.5
1452,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2008.0,21.0,138700.0,15.1
1453,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2009.0,18.0,141951.0,12.7
1454,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2010.0,16.0,143503.0,11.1
1455,Thyroid,32010,35-39,Female,American Indian or Alaska Native,2011.0,19.0,140924.0,13.5
1456,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2003.0,17.0,126220.0,13.5
1457,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2004.0,17.0,130824.0,13.0
1458,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2006.0,23.0,134492.0,17.1
1459,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2008.0,16.0,136672.0,11.7
1460,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2009.0,23.0,136906.0,16.8
1461,Thyroid,32010,40-44,Female,American Indian or Alaska Native,2010.0,18.0,138821.0,13.0
1462,Thyroid,32010,45-49,Female,American Indian or Alaska Native,2006.0,20.0,128628.0,15.5
1463,Thyroid,32010,45-49,Female,American Indian or Alaska Native,2007.0,16.0,132662.0,12.1
1464,Thyroid,32010,45-49,Female,American Indian or Alaska Native,2009.0,28.0,141102.0,19.8
1465,Thyroid,32010,45-49,Female,American Indian or Alaska Native,2010.0,19.0,143086.0,13.3
1466,Thyroid,32010,45-49,Female,American Indian or Alaska Native,2011.0,20.0,140153.0,14.3
1467,Thyroid,32010,50-54,Female,American Indian or Alaska Native,2008.0,18.0,120070.0,15.0
1468,Thyroid,32010,50-54,Female,American Indian or Alaska Native,2010.0,17.0,131143.0,13.0
1469,Thyroid,32010,50-54,Female,American Indian or Alaska Native,2011.0,20.0,132619.0,15.1
1470,"Urinary Bladder, invasive and in situ",29010,50-54,Male,American Indian or Alaska Native,2009.0,16.0,119034.0,13.4
1471,"Urinary Bladder, invasive and in situ",29010,55-59,Male,American Indian or Alaska Native,1999.0,16.0,43974.0,36.4
1472,"Urinary Bladder, invasive and in situ",29010,55-59,Male,American Indian or Alaska Native,2010.0,22.0,96365.0,22.8
1473,"Urinary Bladder, invasive and in situ",29010,60-64,Male,American Indian or Alaska Native,2005.0,21.0,49668.0,42.3
1474,"Urinary Bladder, invasive and in situ",29010,60-64,Male,American Indian or Alaska Native,2007.0,18.0,58063.0,31.0
1475,"Urinary Bladder, invasive and in situ",29010,60-64,Male,American Indian or Alaska Native,2008.0,16.0,62748.0,25.5
1476,"Urinary Bladder, invasive and in situ",29010,60-64,Male,American Indian or Alaska Native,2009.0,24.0,67586.0,35.5
1477,"Urinary Bladder, invasive and in situ",29010,60-64,Male,American Indian or Alaska Native,2010.0,16.0,73076.0,21.9
1478,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,1999.0,19.0,22612.0,84.0
1479,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2003.0,21.0,30752.0,68.3
1480,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2005.0,20.0,34915.0,57.3
1481,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2006.0,17.0,36792.0,46.2
1482,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2007.0,23.0,38979.0,59.0
1483,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2008.0,23.0,41717.0,55.1
1484,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2009.0,28.0,44370.0,63.1
1485,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2010.0,27.0,46805.0,57.7
1486,"Urinary Bladder, invasive and in situ",29010,65-69,Male,American Indian or Alaska Native,2011.0,26.0,48508.0,53.6
1487,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,1999.0,17.0,16126.0,105.4
1488,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2005.0,19.0,22870.0,83.1
1489,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2006.0,16.0,24077.0,66.5
1490,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2007.0,20.0,25462.0,78.5
1491,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2008.0,21.0,27066.0,77.6
1492,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2009.0,21.0,28782.0,73.0
1493,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2010.0,22.0,30626.0,71.8
1494,"Urinary Bladder, invasive and in situ",29010,70-74,Male,American Indian or Alaska Native,2011.0,17.0,32060.0,53.0
1495,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2004.0,16.0,14154.0,113.0
1496,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2006.0,22.0,15588.0,141.1
1497,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2007.0,19.0,16262.0,116.8
1498,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2008.0,21.0,16990.0,123.6
1499,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2009.0,23.0,17711.0,129.9
1500,"Urinary Bladder, invasive and in situ",29010,75-79,Male,American Indian or Alaska Native,2011.0,21.0,19586.0,107.2
1501,"Urinary Bladder, invasive and in situ",29010,80-84,Male,American Indian or Alaska Native,2002.0,17.0,6962.0,244.2
0,All Sites Combined,00,1,Female,Asian or Pacific Islander,2003.0,17.0,99015.0,17.2
1,All Sites Combined,00,1,Female,Asian or Pacific Islander,2004.0,21.0,103145.0,20.4
2,All Sites Combined,00,1,Female,Asian or Pacific Islander,2005.0,20.0,105328.0,19.0
3,All Sites Combined,00,1,Female,Asian or Pacific Islander,2006.0,22.0,106070.0,20.7
4,All Sites Combined,00,1,Female,Asian or Pacific Islander,2007.0,24.0,111074.0,21.6
5,All Sites Combined,00,1,Female,Asian or Pacific Islander,2008.0,23.0,115491.0,19.9
6,All Sites Combined,00,1,Female,Asian or Pacific Islander,2009.0,18.0,112041.0,16.1
7,All Sites Combined,00,1,Female,Asian or Pacific Islander,2010.0,27.0,112052.0,24.1
8,All Sites Combined,00,1,Female,Asian or Pacific Islander,2011.0,20.0,112269.0,17.8
9,All Sites Combined,00,1,Male,Asian or Pacific Islander,2000.0,24.0,85346.0,28.1
10,All Sites Combined,00,1,Male,Asian or Pacific Islander,2002.0,19.0,95406.0,19.9
11,All Sites Combined,00,1,Male,Asian or Pacific Islander,2003.0,19.0,105084.0,18.1
12,All Sites Combined,00,1,Male,Asian or Pacific Islander,2004.0,18.0,108732.0,16.6
13,All Sites Combined,00,1,Male,Asian or Pacific Islander,2005.0,20.0,111069.0,18.0
14,All Sites Combined,00,1,Male,Asian or Pacific Islander,2006.0,27.0,111906.0,24.1
15,All Sites Combined,00,1,Male,Asian or Pacific Islander,2007.0,33.0,117174.0,28.2
16,All Sites Combined,00,1,Male,Asian or Pacific Islander,2008.0,22.0,121826.0,18.1
17,All Sites Combined,00,1,Male,Asian or Pacific Islander,2009.0,35.0,118574.0,29.5
18,All Sites Combined,00,1,Male,Asian or Pacific Islander,2010.0,27.0,118197.0,22.8
19,All Sites Combined,00,1,Male,Asian or Pacific Islander,2011.0,23.0,119390.0,19.3
20,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,1999.0,45.0,317971.0,14.2
21,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2000.0,38.0,328588.0,11.6
22,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2001.0,53.0,329492.0,16.1
23,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2002.0,51.0,352216.0,14.5
24,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2003.0,60.0,379356.0,15.8
25,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2004.0,71.0,400233.0,17.7
26,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2005.0,71.0,417567.0,17.0
27,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2006.0,57.0,428200.0,13.3
28,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2007.0,75.0,438784.0,17.1
29,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2008.0,75.0,449328.0,16.7
30,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2009.0,68.0,459679.0,14.8
31,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2010.0,75.0,464434.0,16.1
32,All Sites Combined,00,1-4,Female,Asian or Pacific Islander,2011.0,82.0,465996.0,17.6
33,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,1999.0,51.0,323823.0,15.7
34,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2000.0,70.0,332100.0,21.1
35,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2001.0,85.0,334634.0,25.4
36,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2002.0,72.0,358621.0,20.1
37,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2003.0,60.0,387264.0,15.5
38,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2004.0,75.0,411396.0,18.2
39,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2005.0,82.0,429762.0,19.1
40,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2006.0,78.0,440971.0,17.7
41,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2007.0,88.0,452541.0,19.4
42,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2008.0,89.0,463137.0,19.2
43,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2009.0,95.0,474588.0,20.0
44,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2010.0,104.0,481004.0,21.6
45,All Sites Combined,00,1-4,Male,Asian or Pacific Islander,2011.0,95.0,483100.0,19.7
46,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,1999.0,38.0,385881.0,9.8
47,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2000.0,26.0,404969.0,6.4
48,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2001.0,44.0,410022.0,10.7
49,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2002.0,42.0,428606.0,9.8
50,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2003.0,35.0,451926.0,7.7
51,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2004.0,32.0,465381.0,6.9
52,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2005.0,38.0,477824.0,8.0
53,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2006.0,53.0,497223.0,10.7
54,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2007.0,48.0,516124.0,9.3
55,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2008.0,59.0,539641.0,10.9
56,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2009.0,56.0,565417.0,9.9
57,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2010.0,54.0,586829.0,9.2
58,All Sites Combined,00,5-9,Female,Asian or Pacific Islander,2011.0,40.0,588176.0,6.8
59,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,1999.0,46.0,407435.0,11.3
60,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2000.0,49.0,423505.0,11.6
61,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2001.0,42.0,424760.0,9.9
62,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2002.0,48.0,439336.0,10.9
63,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2003.0,44.0,459428.0,9.6
64,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2004.0,46.0,467866.0,9.8
65,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2005.0,53.0,479008.0,11.1
66,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2006.0,50.0,498606.0,10.0
67,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2007.0,58.0,517471.0,11.2
68,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2008.0,53.0,541851.0,9.8
69,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2009.0,59.0,568118.0,10.4
70,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2010.0,61.0,589646.0,10.3
71,All Sites Combined,00,5-9,Male,Asian or Pacific Islander,2011.0,74.0,593824.0,12.5
72,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,1999.0,36.0,383347.0,9.4
73,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2000.0,34.0,399430.0,8.5
74,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2001.0,45.0,405879.0,11.1
75,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2002.0,43.0,427540.0,10.1
76,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2003.0,43.0,453099.0,9.5
77,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2004.0,41.0,466654.0,8.8
78,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2005.0,54.0,478553.0,11.3
79,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2006.0,50.0,494030.0,10.1
80,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2007.0,55.0,508463.0,10.8
81,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2008.0,40.0,522119.0,7.7
82,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2009.0,62.0,536345.0,11.6
83,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2010.0,44.0,550887.0,8.0
84,All Sites Combined,00,10-14,Female,Asian or Pacific Islander,2011.0,60.0,556081.0,10.8
85,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,1999.0,38.0,404523.0,9.4
86,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2000.0,36.0,422675.0,8.5
87,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2001.0,57.0,429131.0,13.3
88,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2002.0,57.0,452793.0,12.6
89,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2003.0,50.0,478918.0,10.4
90,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2004.0,56.0,492409.0,11.4
91,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2005.0,52.0,502049.0,10.4
92,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2006.0,46.0,514989.0,8.9
93,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2007.0,46.0,526068.0,8.7
94,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2008.0,59.0,536999.0,11.0
95,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2009.0,66.0,547628.0,12.1
96,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2010.0,68.0,561460.0,12.1
97,All Sites Combined,00,10-14,Male,Asian or Pacific Islander,2011.0,60.0,566089.0,10.6
98,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,1999.0,61.0,408261.0,14.9
99,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2000.0,59.0,427247.0,13.8
100,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2001.0,66.0,425206.0,15.5
101,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2002.0,71.0,439727.0,16.1
102,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2003.0,46.0,464443.0,9.9
103,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2004.0,62.0,480771.0,12.9
104,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2005.0,82.0,497056.0,16.5
105,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2006.0,73.0,514388.0,14.2
106,All Sites Combined,00,15-19,Female,Asian or Pacific Islander,2007.0,71.0,532706.0,13.3
